#StationName  TWD97 - 250000 meters					WGS84(latitude,longitude)
萬清社區	63432.635137042918,2791655.1785502145	25.232288,121.6296
鎮天宮	-86426.374353634979,2586372.3718625419	23.3778029,120.1545668
法鼓山	61946.020091257669,2792485.3981585018	25.239845,121.614883
法鼓山	61958.323459450083,2792478.3761496074	25.2397811,121.6150048
捷運台大醫院	52072.123160101437,2770446.422714835	25.041256,121.51604
捷運台大醫院	52072.123160101437,2770446.422714835	25.041256,121.51604
仁愛大安路口(仁愛醫院)	55100.257742275331,2770089.3362707035	25.037925,121.5460338
仁愛大安路口(仁愛醫院)	15409.393865782853,2650383.668820668	23.9580329,121.151407
仁愛大安路口(仁愛醫院)	54311.084444951259,2770152.6252876464	25.0385249,121.538216
仁愛大安路口(仁愛醫院)	-64503.782471702958,2644507.6499670027	23.9037443,120.3664829
仁愛大安路口(仁愛醫院)	53418.7973441416,2770115.2675471394	25.0382194,121.5293724
仁愛大安路口(仁愛醫院)	55196.029142197229,2770290.5442945678	25.039738,121.5469909
仁愛大安路口(仁愛醫院)	55018.723487183444,2770043.2607116448	25.037512,121.545224
小白宮(淡水分局)	43921.668345076039,2785043.9610320698	25.173301,121.435737
滬尾砲台停車場	43277.075747504387,2785698.9643131695	25.179233,121.429363
滬尾砲台	43279.691668150168,2785697.3000628855	25.1792179,121.4293889
北縣觀光魚市	68074.562626398256,2756610.41832655	24.9157122,121.6739371
北縣觀光漁市	41604.65566971738,2786246.841138592	25.1842264,121.4127875
北縣觀光漁市	41466.958156710622,2786268.6396323261	25.184427,121.411422
油車口停車場	42368.622847573752,2785886.2860708651	25.18095,121.420356
淡江豪景	42400.968533082072,2785889.2670355951	25.180976,121.420677
一信幼稚園	42702.998804813389,2785456.7695467528	25.1770629,121.42366
高厝坑	46483.419490986285,2782925.1931305667	25.154096,121.461079
涵碧園	46599.887358211934,2782477.0936113722	25.150047,121.462219
竹圍國中	46521.494282270956,2782080.9415535992	25.146473,121.461428
竹圍國中	24062.807609144318,2777944.3899375251	25.109654,121.238599
竹林民富街口	46734.700915528512,2781536.6741333022	25.1415528,121.4635241
竹林民富街口	46710.739018407068,2781552.8967779982	25.1417,121.463287
公九公園	46689.769341344734,2781170.4552368433	25.138248,121.463066
竹圍活動中心	24403.328703692459,2777805.211242483	25.108392,121.241973
竹圍國小自強分校	46778.773685825807,2779771.3254728159	25.125614,121.463901
淡水農會自強分會	44196.3328827368,2785297.1810838766	25.175579,121.43847
淡水農會自強分會	46063.364891716934,2786853.5424679117	25.1895736,121.4570447
關渡我家	47531.825228463676,2778551.3847627104	25.1145769,121.4713265
老莊大廈	46589.268281492507,2780191.2588331727	25.129411,121.462036
臺北基督學院	46558.5587326136,2780384.110450597	25.131153,121.461738
臺北基督學院	46504.901317184049,2780358.3396464009	25.130922,121.461205
擎天大樓	46754.968451355366,2780536.2031627377	25.13252,121.463691
新天母社區	46926.723664078432,2780701.8381397636	25.13401,121.4654
福德里辦公處	46713.953049108422,2779941.7952356534	25.127155,121.463264
春天悅灣	46673.219736320651,2780821.813169796	25.135101,121.46289
薇閣	46868.793760609762,2781214.1596405841	25.138637,121.464843
水仙山莊	46736.996272985016,2782625.660805718	25.151384,121.463584
薇格	46868.793760609762,2781214.1596405841	25.138637,121.464843
成洲國小	45444.207451917653,2776884.31498205	25.099591,121.450571
成洲郵局	45562.625989095061,2777063.1557864216	25.101202,121.451751
成泰路口	45716.729037821468,2777697.5907482887	25.106925,121.4533
外獅頭	69790.870644072958,2785760.1007606615	25.178788,121.692404
獅子頭	46106.362933119955,2778523.1215864061	25.114366,121.457191
獅子頭	-143321.46626880381,2621798.4862953741	23.6936111,119.5947222
達觀A6站	50853.070739635979,2759046.5602216967	24.938379,121.50354
達觀A7站	50813.382499303523,2759127.71485517	24.939113,121.50315
達觀A5站	50701.957334104016,2759272.2943364889	24.940422,121.502052
達觀A4站	50764.983772015337,2759297.6710665589	24.940649,121.502677
達觀A2站	51006.993532421649,2759289.0427392758	24.940563,121.505073
達觀會館	50980.594459519423,2759354.1853632312	24.941152,121.504814
達觀A1站	51001.52286480114,2759510.9959893092	24.942567,121.505027
布老餐廳	50925.962201160117,2760141.9668051796	24.948266,121.504302
達觀A3站	50842.332858917878,2759654.9538344061	24.943872,121.503456
檳榔路口	9288.6687909696575,2523225.7021615594	22.809808,121.090484
民安路橋	-12120.743064489057,2731974.1930606812	24.6947562,120.8802156
輔仁大學	43671.418873446019,2769871.1050452939	25.0363278,121.432772
瑞芳車站	81302.416377166839,2778085.3200644124	25.108927,121.806148
世紀藥廠	79207.470383632259,2776744.9055957114	25.096938,121.7853
頂坪口	-59446.19689118836,2611124.4834277383	23.602511,120.417496
坑子內路	80029.691947919171,2777131.6481533996	25.1003859,121.7934738
瑞芳圳口	80191.099599986148,2776874.7265957622	25.098058,121.795059
天主教墓園	80153.6472915998,2775645.0267842058	25.086959,121.794616
八分寮頂	80158.002199658556,2775178.9163460461	25.082751,121.794632
垃圾場	80370.614089598967,2774622.20067609	25.077714,121.796707
李家祖厝	79640.734343409422,2773856.68292206	25.070842,121.789428
十分寮橋	78423.352270907824,2770661.38619234	25.0420602,121.7771798
十分寮橋	15621.324528346864,2734378.0029777563	24.7164279,121.1544059
南山村	37079.920623870021,2699747.1072206073	24.4033867,121.3655989
南山村	80369.237395335833,2770774.9526735311	25.0429833,121.7964688
陽光峇里	39908.094405262127,2762388.6612889445	24.968879,121.395263
水景	39541.563951270342,2762359.686288333	24.968627,121.391632
八德中洲街口	40104.022795702338,2762578.307463733	24.970586,121.397209
皇翔社區	39882.147202063425,2762561.5991220023	24.970441,121.395011
貴興路	46022.502946099739,2766142.8533537411	25.0025992,121.4559457
第一運動場	47261.57427943845,2767110.4943413706	25.011297,121.468254
工程處	42351.20985415516,2766503.4775877665	25.005962,121.419586
台汽機料	42723.152391153431,2766249.2101490228	25.003656,121.423263
台北區監理所	42211.502034441459,2766833.7897580569	25.008948,121.418212
觀光大橋	55499.225361853867,2751296.104061292	24.8682447,121.5492342
觀光大橋	55454.747953501064,2751369.9490527981	24.868913,121.548797
觀光大橋	55499.969323317157,2751204.3050638754	24.8674159,121.5492379
觀光大橋	-71067.3707194845,2606840.18879355	23.5633575,120.303832
觀光大橋	-71089.728643402283,2606716.1587566687	23.5622366,120.3036189
堰堤	55429.399551102695,2751491.5776676158	24.870012,121.548551
巨龍山莊	55281.059694879841,2751994.18648365	24.874555,121.547103
成功	36765.377145174643,2559277.4534562347	23.135,121.359
加九寮	54662.219036728071,2753019.1595536843	24.8838309,121.541019
忠治公園	55206.988482761248,2753078.0688129482	24.8843431,121.546413
忠治	55312.37942219041,2753025.9783912278	24.883869,121.547454
隧道口	55686.480642286951,2753736.4961488266	24.89027,121.551185
童訓中心	55572.822019700048,2754785.2060567341	24.899742,121.550102
龜山路	90807.044551128725,2759707.1805434218	24.942481,121.899172
台電訓練所	55942.368480369427,2755258.898438958	24.904005,121.553779
翡翠水庫	58588.868093496385,2755829.3602970047	24.9090556,121.58
民壯亭	55654.518462047192,2755916.23116949	24.90995,121.550956
清水巖	-62694.381495231864,2491642.8532036897	22.5234518,120.3905474
清水巖	-73991.8591828507,2513737.9229344828	22.722527,120.279692
廣興路口	55401.007189323682,2756281.0654574516	24.913253,121.548461
梅花湖	74178.193851235643,2726435.9806399341	24.6430149,121.732758
主訓中心	55483.806706589668,2757164.5344536449	24.921226,121.549316
屈尺	55093.48590731695,2757522.6193545489	24.924473,121.545466
櫻花山莊	55322.6275766243,2757959.0717396219	24.928405,121.547752
伸仗板	54860.445119419484,2758184.7299987641	24.930459,121.543185
金興路口	55146.823311053973,2758174.91161259	24.93036,121.54602
惠國市場	54850.101108934119,2762614.2238743906	24.970449,121.543258
捷運古亭站	52767.906478437639,2768798.6654965687	25.026356,121.522872
寶島巷口	55681.303101025442,2754730.60565981	24.8992451,121.5511736
鼎禮社區	37613.48746241942,2760075.631169782	24.948055,121.372474
龍埔國中	37854.30691892044,2760195.8073695125	24.949134,121.374862
中悅維也納	38154.529846100952,2760305.29817909	24.950115,121.377838
竹城千代田	38322.336264094578,2760351.1790487156	24.950525,121.379501
學府大成路口	38491.519973066774,2760395.2714873883	24.9509188,121.3811776
北美館社區	38815.941799533663,2760171.9117338206	24.948894,121.384384
桃子腳國小	37610.290296239029,2758147.01257127	24.930643,121.37239
森林公園	54321.466734325651,2783851.859906856	25.1621993,121.5388605
隆恩街	36439.166676741064,2759437.9543479257	24.9423265,121.3608285
客家文化園區正門	36341.752335075806,2759403.7470784066	24.94202,121.359863
鶯歌火車站	35868.038017128914,2760783.9388956893	24.954492,121.355208
東陽宮	35288.635050396821,2760228.7305845963	24.949493,121.349456
一二三幼稚園	34853.72762657579,2760095.0240932195	24.9482959,121.3451459
尖山活動中心	34630.032750233127,2759905.063837219	24.946586,121.342926
尖山活動中心	33737.293122676543,2764469.7172649098	24.987817,121.334197
尖山國中	34547.500241499351,2759635.2475702208	24.9441519,121.342102
麗新社區	34268.974344961585,2759474.6184557406	24.942708,121.33934
鶯歌高職	34008.994301490871,2759366.7531176987	24.94174,121.336763
鶯歌高職	34338.793315595081,2759351.32560427	24.9415933,121.3400283
鶯歌高職	34081.424437799869,2759090.0146238981	24.9392399,121.3374734
鶯歌高職	33865.329627060324,2759103.7791118082	24.939369,121.335334
鶯歌高職	34360.719874655428,2759451.4437072915	24.9424967,121.3402479
鶯歌高職	34435.774400619543,2759403.2727821833	24.9420601,121.3409899
台北大學宿舍	37202.863692428575,2759226.7292085127	24.940401,121.368385
台北大學宿舍	52819.798706222,2770537.8075357154	25.0420551,121.5234528
台北大學三峽校區	37201.818017713362,2759470.8596272003	24.9426051,121.3683812
學成大成路口	38598.608027554139,2759872.6357170693	24.9461976,121.3822235
樹林科技園區	42804.774738022221,2764292.2516144835	24.985986,121.424011
博愛街	42875.797412211548,2764659.3375152838	24.9892981,121.4247259
博愛街	955.93095753157149,2747796.720605602	24.83766,121.0094579
博愛街	61747.843976341232,2652595.1854965803	23.9768769,121.6067925
博愛街	-13225.042334565585,2731228.5296797524	24.6880147,120.8693093
博愛街	-1575.5297640427566,2743407.0617530141	24.798027,120.9844168
博愛街	-28524.054107955395,2682527.4233554821	24.2480889,120.7191018
博愛街	52288.540460484648,2767635.91097129	25.0158753,121.5180781
博愛街	54620.727716180962,2762918.8898627511	24.9732078,121.5409983
博愛街	45005.284086336658,2784607.429445955	25.169328,121.4464727
博愛街	29854.781291679752,2758075.1663709278	24.9301664,121.2955999
博愛街	26387.096704083455,2768449.9990910483	25.0238978,121.2614637
博愛街	-37411.350398405018,2672104.2802125905	24.15379,120.6318534
博愛街	-18577.94437469737,2716458.9880749774	24.5546082,120.8166064
博愛街	-13476.529315604837,2701959.7036463064	24.4237474,120.8671029
博愛街	9143.2859977987519,2736203.9748602235	24.7329663,121.090387
博愛街	-46236.609249504545,2663213.1548929997	24.0732764,120.545294
博愛街	-46196.590385754593,2673087.5829839366	24.1624353,120.5453727
博愛街	-20811.62276523836,2723176.9539337731	24.6152351,120.7944576
博愛街	-46075.073982135211,2622443.4272746788	23.7051539,120.548163
博愛街	-70215.078198010015,2578135.4897020934	23.3042031,120.3135203
博愛街	-70485.455979419421,2575220.9447525139	23.2778739,120.3110125
博愛街	-77684.6465298227,2596091.5858449228	23.4660009,120.2395717
博愛街	-84087.999063480951,2561996.0233455556	23.1578187,120.1787893
博愛街	-47307.336000066214,2533313.7245421377	22.9002686,120.5388619
博愛街	-39934.219550282593,2513709.7210660488	22.7234222,120.6112342
博愛街	-75678.34980182341,2528817.6823400473	22.8586258,120.2625432
樹林區公所	42867.299353423616,2764732.8365199957	24.9899619,121.424644
黃金博物館	86326.392289195574,2778059.97022224	25.108419,121.855957
鼻頭服務區	92116.643853724963,2779838.9916521143	25.1241359,121.9134832
龍洞四季灣	92485.7483258877,2777135.4280791213	25.099708,121.916961
福隆遊客中心	95146.139421337022,2768004.1395092476	25.0171137,121.9427041
新埔國小	30928.990422375689,2767833.7170162587	25.0182479,121.306454
新埔國小	46647.174619650883,2768771.1999595715	25.026309,121.462223
新埔國小	8022.3180856354684,2746735.7420570352	24.8280601,121.079366
新埔國小	-30906.620070735014,2715049.3311006255	24.5416835,120.6949348
體育場	46307.909690652734,2767420.2557685361	25.014123,121.458816
綠堤街口	46045.252880864718,2768808.4254113571	25.0266635,121.45626
福祿新城	43136.203972079908,2768103.4952186383	25.020385,121.427413
竹林仁愛路口	38959.0348932939,2774299.313252456	25.0764348,121.3861997
竹林仁愛路口	-58500.309840334259,2639955.67419445	23.8628749,120.4256244
竹林仁愛路口	39010.402253571767,2774373.5843612077	25.077104,121.386711
林口高中	38387.494112210523,2773939.7098093582	25.0732029,121.3805241
公西站	36471.994528626368,2772671.1890473152	25.061798,121.361503
EY.新莊聯合辦公大樓	44798.818539273954,2772148.2464582524	25.056853,121.444018
樹南里	42209.56587927106,2764371.904523259	24.9867218,121.4181176
薪水居易	50791.242254738449,2794787.4896598221	25.261047,121.504249
淺水灣	47336.375787991783,2793714.6707471255	25.251475,121.4699132
參觀臺	46058.975857513942,2792482.1655083573	25.240388,121.457191
公司田溪橋	44757.473636177587,2786949.9039989929	25.190483,121.444091
馬偕專校三芝校區	50239.765723585733,2793887.75069166	25.252943,121.498741
中正智成街口	50859.934670173425,2794207.5789203225	25.2558094,121.5049093
中正智成街口	50826.550079062821,2794183.815130204	25.255596,121.504577
埔坪	50759.769439908319,2794370.1009556246	25.25728,121.503921
埔坪	10166.346575815001,2748425.4412660627	24.8433029,121.1005895
大武倫工業區	70570.725326110813,2782022.9014492235	25.145014,121.699948
大武倫工業區	71075.901962351825,2781649.8820202416	25.1416228,121.7049389
龜吼漁港	69244.810604964616,2787540.0782908127	25.194882,121.6870769
野柳地質公園	69622.609619058028,2788906.8340820544	25.2072029,121.690895
加投里(溫泉區)	64866.120466958928,2789754.1404546094	25.215065,121.643737
金山遊客中心(獅頭山公園)	64345.727446270044,2790861.0411613295	25.22508,121.638625
金山(老街)	61036.14625625551,2796904.8416107912	25.2797791,121.6060499
朱銘美術館	61579.752158248644,2793197.3187302914	25.246287,121.6112797
筠園	60741.133176575386,2793612.4338009576	25.2500687,121.6029739
筠園	60623.041019556309,2793417.7878861139	25.2483163,121.601793
石門洞	57281.957381861837,2798716.5681289318	25.296283,121.568851
石門洞	57351.012504028542,2798770.142479226	25.296764,121.569539
新十八王公(石門婚紗廣場)	53525.867086764425,2797722.1283857417	25.2874447,121.5315125
